Source,Content,Codes
Alnæs-2020-10.1073_pnas.2001517117.pdf,"The third mode reflects an inverse association between particulate matter air pollution (PM2.5) and area deprivation on one side and home value, walkability, and population density on the other. Specific geographical information for this mode cannot be discerned, since the ABCD does not provide geographical data about its participants; however, this mode fits a known socioeconomic settlement pattern: low-pollution, high-walkability “sweet spot” neighborhoods in urban areas are typically skewed toward higher-SES households, contrasted with high-pollution, lowwalkability “sour spot” neighborhoods associated with lower income (46). Fine particulate matter has harmful effects on brain and cognitive health in both adults (47) and children (48), with white matter injury suggested as a putative mechanism (49).
",Findings
Alnæs-2020-10.1073_pnas.2001517117.pdf,"While we cannot completely rule out motion as a confound, our follow-up analysis suggests that the detected patterns cannot simply be attributed to individual differences in subject motion. The current approach also effectively captures differential patterns involving the same measures. For example, higher cortical thickness, indicative of delayed maturation, is independently associated with sociocognitive stratification, higher cognitive ability, and SES, as well as with obstetric and perinatal complications, lower cognitive ability, and delayed speech and motor development. Another example is duration of breastfeeding, which was independently associated both with obstetric complications and with sociocognitive stratification, associated with differential patterns of brain differences. It is also worth noting that for all of the three brain–behavior patterns, variables related to the environments the children inhabit, at different temporal and geographical scales, are among the highest loading features.
",Findings
Alnæs-2020-10.1073_pnas.2001517117.pdf,"sex
",Covariate
Alnæs-2020-10.1073_pnas.2001517117.pdf,"site/scanner
",Covariate
Alnæs-2020-10.1073_pnas.2001517117.pdf,"volumetric features
",Covariate
Alnæs-2020-10.1073_pnas.2001517117.pdf,"sociocognitive factors
",Independent Variable
Alnæs-2020-10.1073_pnas.2001517117.pdf,"urbanicity
",Independent Variable
Alnæs-2020-10.1073_pnas.2001517117.pdf,"race/ethnicity
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"release 5.1
",ABCD Release
Archer-2024-10.1038_s41386-024-01966-4.pdf,"N = 10,647
",Sample Size
Archer-2024-10.1038_s41386-024-01966-4.pdf,"9 and 10 years of age
",Participant Age
Archer-2024-10.1038_s41386-024-01966-4.pdf,"Irritability
",Dependent Variable
Archer-2024-10.1038_s41386-024-01966-4.pdf,"anxiety and depressive symptoms
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"gray matter volume
",Independent Variable
Archer-2024-10.1038_s41386-024-01966-4.pdf,"After excluding cases with missing data or who failed to pass quality assurance measures
",Participant
Archer-2024-10.1038_s41386-024-01966-4.pdf,"While many regions continued to be associated with irritability after controlling for anxious and depressive symptoms, the results became predominantly nonsignificant when controlling for general psychopathology.
",Findings
Archer-2024-10.1038_s41386-024-01966-4.pdf,"In terms of the longitudinal analyses, gray matter volume did not predict irritability at the 3rd-year follow-up when controlling for baseline irritability
",Findings
Archer-2024-10.1038_s41386-024-01966-4.pdf,"No significant associations between irritability and cortical thickness or surface area were found.
",Findings
Archer-2024-10.1038_s41386-024-01966-4.pdf,"Additionally, the right inferior parietal lobe was the only brain region that was significantly associated with irritability after controlling for total psychopathology symptoms, suggesting a more specific relationship between irritability and this region.
",Findings
Archer-2024-10.1038_s41386-024-01966-4.pdf,"Our findings underscore the importance of brain regions associated with emotional processing, social cognition, attention allocation, and movement/perception in understanding irritability symptoms in children. These results support theories positing deficits in socioemotional and attentional neural circuitry as key features of irritability and demonstrate that these neurostructural differences are apparent at 9–10 years of age. Given that structural differences in these areas are implicated in many mental health problems, the current study supports the conceptualization of irritability as a transdiagnostic trait across disorders.
",Findings
Archer-2024-10.1038_s41386-024-01966-4.pdf,"3rd-year follow-up data
",ABCD Time Point
Archer-2024-10.1038_s41386-024-01966-4.pdf,"structural equation modeling in Mplus
",Statistical Model
Archer-2024-10.1038_s41386-024-01966-4.pdf,"Our results showed that the latent irritability factor was associated with smaller brain volumes in primarily temporal and parietal regions.
",Findings
Archer-2024-10.1038_s41386-024-01966-4.pdf,"When anxious symptoms were included in our model, brain regions significantly associated with irritability included the left fusiform gyrus, bilateral inferior parietal lobe, bilateral precentral gyrus, left superior temporal lobe, left supramarginal lobe, right middle temporal lobe, right banks of the superior temporal sulcus, and right posterior cingulate gyrus (Supplementary Table 2). When depressive symptoms were added as a covariate, the left superior temporal gyrus, right inferior parietal gyrus, right middle temporal gyrus, and right precentral gyrus remained significantly associated with irritability (Supplementary Table 3). Finally, when we added total psychopathology symptoms as a covariate, the only region that remained significant was the right inferior parietal lobe (Supplementary Table 4).
",Findings
Archer-2024-10.1038_s41386-024-01966-4.pdf,"comprised of five items from the CBCL
",DV Supporting Info
Archer-2024-10.1038_s41386-024-01966-4.pdf,"cortical thickness
",Independent Variable
Archer-2024-10.1038_s41386-024-01966-4.pdf,"surface area in 68 cortical regions
",Independent Variable
Archer-2024-10.1038_s41386-024-01966-4.pdf,"clustering by family membership
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"site
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"post-stratification weights
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"non-participation weights
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"scanner model
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"age
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"sex
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"race/ethnicity
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"parent’s highest level of education
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"intracranial volume (ICV)
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"current medication usage
",Covariate
Archer-2024-10.1038_s41386-024-01966-4.pdf,"(34 regions in each hemisphere) derived from a surface-based atlas procedure [45]. In addition, for gray matter volume we tested 19 subcortical regions derived by an automated labeling procedure [46].
",IV Supporting Info
Archer-2024-10.1038_s41386-024-01966-4.pdf,"The regions associated with irritability in this study were primarily involved in emotional processing and social cognition, attention allocation, and movement/perception.
",Findings
Archer-2025-10.1002_brb3.70894.pdf,"release 5.1
",ABCD Release
Archer-2025-10.1002_brb3.70894.pdf,"10,662 participants
",Sample Size
Archer-2025-10.1002_brb3.70894.pdf,"excluding those with missing data or who failed to pass quality assurance measures
",Participant
Archer-2025-10.1002_brb3.70894.pdf,"prodromal bipolar disorder symptoms
",Dependent Variable
Archer-2025-10.1002_brb3.70894.pdf,"average cortical thickness and volume in 68 cortical parcels
",Independent Variable
Archer-2025-10.1002_brb3.70894.pdf,"baseline prodromal mania symptoms
",Covariate
Archer-2025-10.1002_brb3.70894.pdf,"total intracranial volume
",Covariate
Archer-2025-10.1002_brb3.70894.pdf,"greater prodromal mania symptoms were associated with smaller cortical and subcortical gray matter volumes in all brain regions examined
",Findings
Archer-2025-10.1002_brb3.70894.pdf,"aged 9–10 years old
",Participant Age
Archer-2025-10.1002_brb3.70894.pdf,"second-year follow-up data
",ABCD Time Point
Archer-2025-10.1002_brb3.70894.pdf,"After adjusting for age, sex, SES, scanner model, and medication use and applying correction for multiple comparisons, higher mania symptoms were associated with smaller volume across all regions at baseline. However, these relationships no longer held once total intracranial volume was taken into account, suggesting these associations may reflect global differences in overall brain size rather than region-specific alterations. Furthermore, baseline volume did not predict mania symptoms at the second-year follow-up. Together, these results suggest that while early prodromal mania symptoms are related to structural brain differences, the effects appear nonspecific to individual regions and may be largely attributable to overall brain volume.
",Findings
Archer-2025-10.1002_brb3.70894.pdf,"Contrary to our hypotheses, baseline brain volume did not predict mania symptoms at the 2-year follow-up. This null result suggests that structural differences at ages 9 and 10 years may not be robust predictors of symptom trajectories over short developmental windows
",Findings
Archer-2025-10.1002_brb3.70894.pdf,"revealing that higher baseline mania symptoms were associated with smaller global gray matter volumes across cortical and subcortical regions. These associations did not persist when total intracranial volume was included as a covariate, further underscoring the importance of considering global brain metrics in studies of mood symptomatology.
",Findings
Archer-2025-10.1002_brb3.70894.pdf,"structural equation modeling in Mplus version 8.8.,
",Statistical Model
Archer-2025-10.1002_brb3.70894.pdf,"This caregiverrated measure has been shown to distinguish prodromal bipolar disorder symptoms from comorbid conditions such as unipolar depression and attention-deficit/hyperactivity disorder (ADHD) (Barch et al. 2018; Youngstrom et al. 2008). The PGBI-10 M shows excellent internal consistency (α = 0.92) and high correlations with earlier versions in prior work (Youngstrom et al. 2008).
",DV Supporting Info
Archer-2025-10.1002_brb3.70894.pdf,"age
",Covariate
Archer-2025-10.1002_brb3.70894.pdf,"sex
",Covariate
Archer-2025-10.1002_brb3.70894.pdf,"scanner model
",Covariate
Archer-2025-10.1002_brb3.70894.pdf,"socioeconomic status
",Covariate
Archer-2025-10.1002_brb3.70894.pdf,"medication use
",Covariate
Archer-2025-10.1002_brb3.70894.pdf,"Notably, the associations between mania symptoms and smaller regional volumes did not persist after adjusting for total intracranial volume, indicating that the effects we observed were global rather than localized to specific cortical or subcortical regions.
",Findings
